"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043523","regulation of neuron apoptotic process","92/4660","287/21338",0.320557491289199,1.46782312213067,4.21768283259556,3.54661113096243e-05,0.00268711670746668,0.00227313017405484,"ENSG00000152192/ENSG00000129515/ENSG00000126778/ENSG00000100625/ENSG00000174405/ENSG00000125965/ENSG00000173376/ENSG00000118689/ENSG00000096968/ENSG00000269858/ENSG00000147140/ENSG00000163064/ENSG00000008197/ENSG00000172216/ENSG00000087250/ENSG00000023909/ENSG00000090861/ENSG00000286237/ENSG00000198908/ENSG00000176720/ENSG00000067900/ENSG00000204673/ENSG00000139352/ENSG00000100225/ENSG00000158301/ENSG00000137203/ENSG00000157240/ENSG00000004139/ENSG00000076984/ENSG00000101126/ENSG00000158828/ENSG00000267200/ENSG00000267195/ENSG00000101152/ENSG00000148053/ENSG00000119335/ENSG00000164754/ENSG00000134640/ENSG00000106144/ENSG00000164418/ENSG00000132821/ENSG00000107485/ENSG00000125931/ENSG00000188763/ENSG00000213949/ENSG00000126583/ENSG00000159363/ENSG00000168621/ENSG00000006016/ENSG00000067560/ENSG00000097007/ENSG00000169057/ENSG00000001084/ENSG00000143384/ENSG00000164073/ENSG00000106688/ENSG00000168286/ENSG00000145715/ENSG00000143799/ENSG00000102879/ENSG00000196584/ENSG00000136854/ENSG00000106305/ENSG00000124493/ENSG00000173327/ENSG00000107859/ENSG00000170315/ENSG00000291237/ENSG00000142208/ENSG00000134259/ENSG00000004399/ENSG00000175197/ENSG00000135250/ENSG00000074317/ENSG00000185345/ENSG00000089250/ENSG00000089094/ENSG00000159593/ENSG00000120738/ENSG00000118513/ENSG00000135439/ENSG00000154153/ENSG00000240184/ENSG00000135926/ENSG00000176749/ENSG00000133703/ENSG00000196712/ENSG00000174775/ENSG00000149311/ENSG00000153234/ENSG00000095002/ENSG00000169174",92
"GO:0046605","regulation of centrosome cycle","28/4660","62/21338",0.451612903225806,2.06792191610134,4.45120919455861,3.61591711015714e-05,0.00268711670746668,0.00227313017405484,"ENSG00000119541/ENSG00000170248/ENSG00000163611/ENSG00000087586/ENSG00000159069/ENSG00000110172/ENSG00000103274/ENSG00000162063/ENSG00000131165/ENSG00000083937/ENSG00000164087/ENSG00000186166/ENSG00000239306/ENSG00000008128/ENSG00000169136/ENSG00000086065/ENSG00000142731/ENSG00000108395/ENSG00000007047/ENSG00000130724/ENSG00000248333/ENSG00000168944/ENSG00000181163/ENSG00000213024/ENSG00000149548/ENSG00000135372/ENSG00000111554/ENSG00000115561",28
"GO:0061523","cilium disassembly","10/4660","13/21338",0.769230769230769,3.52228458237042,4.80849195395609,3.61624514844881e-05,0.00268711670746668,0.00227313017405484,"ENSG00000134779/ENSG00000189306/ENSG00000087586/ENSG00000137821/ENSG00000100271/ENSG00000141933/ENSG00000170312/ENSG00000007047/ENSG00000196169/ENSG00000047849",10
"GO:0051494","negative regulation of cytoskeleton organization","62/4660","177/21338",0.350282485875706,1.6039329793167,4.26476335457237,3.74514202185115e-05,0.00273789132432079,0.00231608227707532,"ENSG00000157540/ENSG00000100014/ENSG00000136108/ENSG00000151491/ENSG00000138594/ENSG00000067798/ENSG00000131941/ENSG00000132376/ENSG00000115266/ENSG00000103274/ENSG00000162063/ENSG00000141646/ENSG00000084112/ENSG00000104067/ENSG00000070182/ENSG00000251322/ENSG00000197321/ENSG00000107104/ENSG00000100628/ENSG00000166780/ENSG00000197256/ENSG00000172757/ENSG00000125746/ENSG00000247596/ENSG00000158856/ENSG00000015133/ENSG00000105270/ENSG00000148180/ENSG00000104880/ENSG00000186166/ENSG00000197694/ENSG00000119636/ENSG00000128881/ENSG00000239306/ENSG00000153310/ENSG00000109265/ENSG00000108395/ENSG00000186994/ENSG00000160460/ENSG00000161681/ENSG00000066032/ENSG00000159753/ENSG00000102879/ENSG00000164741/ENSG00000158106/ENSG00000166503/ENSG00000181163/ENSG00000185345/ENSG00000198898/ENSG00000050405/ENSG00000105887/ENSG00000042493/ENSG00000111554/ENSG00000160551/ENSG00000116489/ENSG00000186635/ENSG00000074054/ENSG00000141298/ENSG00000162643/ENSG00000134982/ENSG00000184292/ENSG00000115306",62
"GO:0016236","macroautophagy","132/4660","441/21338",0.299319727891156,1.37057604157543,4.15663905199719,3.76831654976099e-05,0.00273789132432079,0.00231608227707532,"ENSG00000133104/ENSG00000100330/ENSG00000129515/ENSG00000165309/ENSG00000069509/ENSG00000090776/ENSG00000119541/ENSG00000140474/ENSG00000198171/ENSG00000166167/ENSG00000170248/ENSG00000105401/ENSG00000048707/ENSG00000009844/ENSG00000165943/ENSG00000155792/ENSG00000006715/ENSG00000186187/ENSG00000114520/ENSG00000162600/ENSG00000149557/ENSG00000108239/ENSG00000151729/ENSG00000122958/ENSG00000196235/ENSG00000171763/ENSG00000160948/ENSG00000136888/ENSG00000119401/ENSG00000136783/ENSG00000134001/ENSG00000100387/ENSG00000100568/ENSG00000100554/ENSG00000174903/ENSG00000100225/ENSG00000198911/ENSG00000131165/ENSG00000176171/ENSG00000168397/ENSG00000100429/ENSG00000167671/ENSG00000116903/ENSG00000250565/ENSG00000069869/ENSG00000090674/ENSG00000204308/ENSG00000090432/ENSG00000158828/ENSG00000182473/ENSG00000179364/ENSG00000147457/ENSG00000070770/ENSG00000117984/ENSG00000160803/ENSG00000185359/ENSG00000144567/ENSG00000198742/ENSG00000136874/ENSG00000118804/ENSG00000197386/ENSG00000078237/ENSG00000172803/ENSG00000068354/ENSG00000141699/ENSG00000083937/ENSG00000135317/ENSG00000178607/ENSG00000185344/ENSG00000126247/ENSG00000167987/ENSG00000104312/ENSG00000171130/ENSG00000117758/ENSG00000198589/ENSG00000159363/ENSG00000139722/ENSG00000196998/ENSG00000152348/ENSG00000167523/ENSG00000176108/ENSG00000223802/ENSG00000151532/ENSG00000159720/ENSG00000196683/ENSG00000102096/ENSG00000019995/ENSG00000095787/ENSG00000040633/ENSG00000170296/ENSG00000163832/ENSG00000167378/ENSG00000086065/ENSG00000183735/ENSG00000129003/ENSG00000164073/ENSG00000204371/ENSG00000147416/ENSG00000130724/ENSG00000103266/ENSG00000133216/ENSG00000181852/ENSG00000142208/ENSG00000120992/ENSG00000140941/ENSG00000055483/ENSG00000132405/ENSG00000172007/ENSG00000123395/ENSG00000151502/ENSG00000185345/ENSG00000164081/ENSG00000127774/ENSG00000197548/ENSG00000169252/ENSG00000069329/ENSG00000141564/ENSG00000131374/ENSG00000103197/ENSG00000086232/ENSG00000154153/ENSG00000247077/ENSG00000176749/ENSG00000118873/ENSG00000168010/ENSG00000145016/ENSG00000149311/ENSG00000072310/ENSG00000115561/ENSG00000161011/ENSG00000171298/ENSG00000138443",132
"GO:0045814","negative regulation of gene expression, epigenetic","73/4660","217/21338",0.336405529953917,1.54039081505508,4.22929753866956,3.86458768469825e-05,0.00274852165699115,0.00232507486377098,"ENSG00000157540/ENSG00000159055/ENSG00000008083/ENSG00000204713/ENSG00000106723/ENSG00000126226/ENSG00000181090/ENSG00000139687/ENSG00000101596/ENSG00000108468/ENSG00000120616/ENSG00000141644/ENSG00000178409/ENSG00000071655/ENSG00000187837/ENSG00000162782/ENSG00000133863/ENSG00000132475/ENSG00000101945/ENSG00000176619/ENSG00000275221/ENSG00000278677/ENSG00000143194/ENSG00000148337/ENSG00000185513/ENSG00000106689/ENSG00000180573/ENSG00000152455/ENSG00000225663/ENSG00000187531/ENSG00000108021/ENSG00000240498/ENSG00000108799/ENSG00000196747/ENSG00000196787/ENSG00000274997/ENSG00000113391/ENSG00000094916/ENSG00000253730/ENSG00000185619/ENSG00000165119/ENSG00000134283/ENSG00000149948/ENSG00000077463/ENSG00000169057/ENSG00000179119/ENSG00000104885/ENSG00000108395/ENSG00000204371/ENSG00000277075/ENSG00000130726/ENSG00000147854/ENSG00000170836/ENSG00000173809/ENSG00000276043/ENSG00000188486/ENSG00000185219/ENSG00000184260/ENSG00000171681/ENSG00000130816/ENSG00000153147/ENSG00000068024/ENSG00000127616/ENSG00000288859/ENSG00000288825/ENSG00000074266/ENSG00000259956/ENSG00000181218/ENSG00000113916/ENSG00000198730/ENSG00000153187/ENSG00000065526/ENSG00000160789",73
"GO:0001708","cell fate specification","48/4660","128/21338",0.375,1.71711373390558,4.30140507133816,3.90516929523224e-05,0.00274852165699115,0.00232507486377098,"ENSG00000152192/ENSG00000064655/ENSG00000126778/ENSG00000205927/ENSG00000198719/ENSG00000107882/ENSG00000130711/ENSG00000149256/ENSG00000142700/ENSG00000184058/ENSG00000071655/ENSG00000115266/ENSG00000148400/ENSG00000092607/ENSG00000141646/ENSG00000139352/ENSG00000135111/ENSG00000125798/ENSG00000106571/ENSG00000139549/ENSG00000074047/ENSG00000102054/ENSG00000159556/ENSG00000166823/ENSG00000164690/ENSG00000119919/ENSG00000130675/ENSG00000117425/ENSG00000167491/ENSG00000111642/ENSG00000174197/ENSG00000129514/ENSG00000075891/ENSG00000107187/ENSG00000164736/ENSG00000147862/ENSG00000204371/ENSG00000185920/ENSG00000064309/ENSG00000107779/ENSG00000128710/ENSG00000007372/ENSG00000186487/ENSG00000197905/ENSG00000170004/ENSG00000121068/ENSG00000134982/ENSG00000162599",48
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","65/4660","188/21338",0.345744680851064,1.58315450643777,4.24516941911882,3.90904594127813e-05,0.00274852165699115,0.00232507486377098,"ENSG00000136158/ENSG00000125898/ENSG00000104671/ENSG00000119541/ENSG00000160299/ENSG00000164109/ENSG00000096093/ENSG00000163611/ENSG00000146425/ENSG00000118007/ENSG00000087586/ENSG00000196924/ENSG00000127955/ENSG00000171763/ENSG00000138160/ENSG00000101639/ENSG00000131165/ENSG00000176623/ENSG00000197102/ENSG00000166579/ENSG00000185721/ENSG00000101146/ENSG00000101350/ENSG00000163322/ENSG00000147457/ENSG00000197386/ENSG00000037042/ENSG00000083937/ENSG00000164087/ENSG00000170312/ENSG00000131462/ENSG00000119383/ENSG00000173846/ENSG00000176108/ENSG00000198901/ENSG00000121957/ENSG00000067560/ENSG00000041880/ENSG00000101972/ENSG00000066629/ENSG00000086065/ENSG00000130724/ENSG00000130479/ENSG00000204843/ENSG00000137497/ENSG00000105255/ENSG00000107949/ENSG00000008710/ENSG00000276043/ENSG00000213024/ENSG00000007372/ENSG00000154429/ENSG00000132341/ENSG00000180198/ENSG00000040275/ENSG00000134057/ENSG00000047849/ENSG00000163808/ENSG00000068796/ENSG00000115561/ENSG00000074054/ENSG00000116213/ENSG00000115163/ENSG00000153187/ENSG00000021574",65
"GO:0060538","skeletal muscle organ development","71/4660","210/21338",0.338095238095238,1.54812793787043,4.21939364010005,4.07745611381965e-05,0.00283643463066667,0.00239944365936419,"ENSG00000102554/ENSG00000126778/ENSG00000100625/ENSG00000196092/ENSG00000142156/ENSG00000197930/ENSG00000122691/ENSG00000095587/ENSG00000133424/ENSG00000082293/ENSG00000170162/ENSG00000159200/ENSG00000139687/ENSG00000185551/ENSG00000184343/ENSG00000148704/ENSG00000198719/ENSG00000172260/ENSG00000260428/ENSG00000142700/ENSG00000127124/ENSG00000164105/ENSG00000105053/ENSG00000184058/ENSG00000102119/ENSG00000148400/ENSG00000227059/ENSG00000130707/ENSG00000107954/ENSG00000197321/ENSG00000100628/ENSG00000248746/ENSG00000178209/ENSG00000183770/ENSG00000161270/ENSG00000198947/ENSG00000164690/ENSG00000164093/ENSG00000108797/ENSG00000064961/ENSG00000124641/ENSG00000127418/ENSG00000067560/ENSG00000145794/ENSG00000180209/ENSG00000157119/ENSG00000176788/ENSG00000167658/ENSG00000136068/ENSG00000064309/ENSG00000003137/ENSG00000128710/ENSG00000138381/ENSG00000175084/ENSG00000137288/ENSG00000143632/ENSG00000120738/ENSG00000173402/ENSG00000170802/ENSG00000181027/ENSG00000196218/ENSG00000167244/ENSG00000069011/ENSG00000133703/ENSG00000196712/ENSG00000174738/ENSG00000082258/ENSG00000176887/ENSG00000157933/ENSG00000162772/ENSG00000009709",71
"GO:1901988","negative regulation of cell cycle phase transition","97/4660","307/21338",0.315960912052117,1.44677552389873,4.16789002465605,4.17153994540131e-05,0.00287133681083991,0.00242896868843035,"ENSG00000154839/ENSG00000101773/ENSG00000041515/ENSG00000166140/ENSG00000160310/ENSG00000165480/ENSG00000134852/ENSG00000093009/ENSG00000185838/ENSG00000122952/ENSG00000136826/ENSG00000099910/ENSG00000139842/ENSG00000101412/ENSG00000094804/ENSG00000164109/ENSG00000127564/ENSG00000139687/ENSG00000154473/ENSG00000184481/ENSG00000112029/ENSG00000129696/ENSG00000149930/ENSG00000160469/ENSG00000091436/ENSG00000022267/ENSG00000169857/ENSG00000165891/ENSG00000225830/ENSG00000053254/ENSG00000143493/ENSG00000135090/ENSG00000100225/ENSG00000204569/ENSG00000143476/ENSG00000076826/ENSG00000122641/ENSG00000163322/ENSG00000170855/ENSG00000118762/ENSG00000164754/ENSG00000129355/ENSG00000197256/ENSG00000172732/ENSG00000002822/ENSG00000141867/ENSG00000170312/ENSG00000173846/ENSG00000105325/ENSG00000137812/ENSG00000187866/ENSG00000172613/ENSG00000167797/ENSG00000124762/ENSG00000095787/ENSG00000143452/ENSG00000081377/ENSG00000169136/ENSG00000104885/ENSG00000204599/ENSG00000185650/ENSG00000167513/ENSG00000165617/ENSG00000178199/ENSG00000138346/ENSG00000139579/ENSG00000161888/ENSG00000037474/ENSG00000100726/ENSG00000182923/ENSG00000103264/ENSG00000188486/ENSG00000177602/ENSG00000163697/ENSG00000179295/ENSG00000096401/ENSG00000159593/ENSG00000170364/ENSG00000072609/ENSG00000111602/ENSG00000040275/ENSG00000134057/ENSG00000087206/ENSG00000160551/ENSG00000008405/ENSG00000149311/ENSG00000161010/ENSG00000163870/ENSG00000134982/ENSG00000116670/ENSG00000182389/ENSG00000158019/ENSG00000143624/ENSG00000095002/ENSG00000117724/ENSG00000117707/ENSG00000134371",97
"GO:0072073","kidney epithelium development","57/4660","160/21338",0.35625,1.6312580472103,4.236547685195,4.39251264670274e-05,0.00299194168716555,0.002530992758599,"ENSG00000175387/ENSG00000128342/ENSG00000125845/ENSG00000101384/ENSG00000126778/ENSG00000100625/ENSG00000101144/ENSG00000137834/ENSG00000157483/ENSG00000054598/ENSG00000179222/ENSG00000125266/ENSG00000198719/ENSG00000125812/ENSG00000198914/ENSG00000148400/ENSG00000141646/ENSG00000170873/ENSG00000269707/ENSG00000162849/ENSG00000168743/ENSG00000135541/ENSG00000182197/ENSG00000134245/ENSG00000174059/ENSG00000106571/ENSG00000118762/ENSG00000197256/ENSG00000161270/ENSG00000273706/ENSG00000166341/ENSG00000164690/ENSG00000107485/ENSG00000125931/ENSG00000168621/ENSG00000006016/ENSG00000170549/ENSG00000176788/ENSG00000103449/ENSG00000075891/ENSG00000185920/ENSG00000104327/ENSG00000166949/ENSG00000008710/ENSG00000112715/ENSG00000251493/ENSG00000170561/ENSG00000177508/ENSG00000077092/ENSG00000187391/ENSG00000162552/ENSG00000260027/ENSG00000119888/ENSG00000115415/ENSG00000113658/ENSG00000184292/ENSG00000185630",57
"GO:0045931","positive regulation of mitotic cell cycle","55/4660","153/21338",0.359477124183007,1.64603495189206,4.23911451142181,4.45628306048168e-05,0.0030040860755144,0.00254126614029639,"ENSG00000154839/ENSG00000165480/ENSG00000198176/ENSG00000130037/ENSG00000119541/ENSG00000139842/ENSG00000094804/ENSG00000179051/ENSG00000139687/ENSG00000138594/ENSG00000087586/ENSG00000154229/ENSG00000156831/ENSG00000112029/ENSG00000101224/ENSG00000185122/ENSG00000107338/ENSG00000082014/ENSG00000204569/ENSG00000143476/ENSG00000185324/ENSG00000175305/ENSG00000097046/ENSG00000002822/ENSG00000141867/ENSG00000112576/ENSG00000141552/ENSG00000170312/ENSG00000187840/ENSG00000112562/ENSG00000171848/ENSG00000129514/ENSG00000097007/ENSG00000215301/ENSG00000146834/ENSG00000289690/ENSG00000146648/ENSG00000182185/ENSG00000142208/ENSG00000005483/ENSG00000171566/ENSG00000176155/ENSG00000196510/ENSG00000036672/ENSG00000179295/ENSG00000173757/ENSG00000141564/ENSG00000158402/ENSG00000036257/ENSG00000108861/ENSG00000134057/ENSG00000181965/ENSG00000182247/ENSG00000119203/ENSG00000185630",55
"GO:0007626","locomotory behavior","76/4660","229/21338",0.331877729257642,1.51965815169519,4.17916297549289,4.55522501718629e-05,0.00303379390530975,0.00256639707864598,"ENSG00000133424/ENSG00000101200/ENSG00000151491/ENSG00000159200/ENSG00000171132/ENSG00000140836/ENSG00000153266/ENSG00000101188/ENSG00000046889/ENSG00000184254/ENSG00000140396/ENSG00000164128/ENSG00000152977/ENSG00000181195/ENSG00000112320/ENSG00000171094/ENSG00000163064/ENSG00000172260/ENSG00000107736/ENSG00000153902/ENSG00000169992/ENSG00000244405/ENSG00000162761/ENSG00000131094/ENSG00000125798/ENSG00000128973/ENSG00000034053/ENSG00000132639/ENSG00000141480/ENSG00000105464/ENSG00000124788/ENSG00000107282/ENSG00000123454/ENSG00000172348/ENSG00000168621/ENSG00000139637/ENSG00000198825/ENSG00000171316/ENSG00000113369/ENSG00000120925/ENSG00000169057/ENSG00000163832/ENSG00000164900/ENSG00000106688/ENSG00000160460/ENSG00000162951/ENSG00000168959/ENSG00000173406/ENSG00000107859/ENSG00000291237/ENSG00000173786/ENSG00000104327/ENSG00000166833/ENSG00000128710/ENSG00000183826/ENSG00000036672/ENSG00000185345/ENSG00000069329/ENSG00000117411/ENSG00000115738/ENSG00000120738/ENSG00000087258/ENSG00000170893/ENSG00000181027/ENSG00000173175/ENSG00000116329/ENSG00000018236/ENSG00000128683/ENSG00000091536/ENSG00000049860/ENSG00000153234/ENSG00000055732/ENSG00000171298/ENSG00000132535/ENSG00000142319/ENSG00000182389",76
"GO:0040029","epigenetic regulation of gene expression","106/4660","342/21338",0.309941520467836,1.4192129106744,4.13111298040578,4.59314263076411e-05,0.00303379390530975,0.00256639707864598,"ENSG00000157540/ENSG00000159055/ENSG00000103126/ENSG00000008083/ENSG00000204713/ENSG00000106723/ENSG00000126226/ENSG00000181090/ENSG00000185238/ENSG00000139687/ENSG00000101596/ENSG00000156802/ENSG00000108468/ENSG00000176476/ENSG00000032219/ENSG00000120616/ENSG00000106400/ENSG00000099956/ENSG00000141644/ENSG00000178409/ENSG00000071655/ENSG00000187837/ENSG00000182636/ENSG00000124092/ENSG00000162782/ENSG00000133863/ENSG00000132475/ENSG00000160993/ENSG00000101440/ENSG00000101945/ENSG00000176619/ENSG00000275221/ENSG00000197153/ENSG00000278677/ENSG00000143194/ENSG00000148337/ENSG00000185513/ENSG00000106689/ENSG00000180573/ENSG00000162961/ENSG00000152455/ENSG00000225663/ENSG00000187531/ENSG00000108021/ENSG00000240498/ENSG00000108799/ENSG00000078487/ENSG00000196747/ENSG00000196787/ENSG00000274997/ENSG00000113391/ENSG00000129691/ENSG00000094916/ENSG00000253730/ENSG00000239306/ENSG00000185619/ENSG00000165119/ENSG00000134283/ENSG00000149948/ENSG00000077463/ENSG00000169057/ENSG00000179119/ENSG00000104885/ENSG00000108395/ENSG00000139372/ENSG00000204371/ENSG00000196363/ENSG00000277075/ENSG00000130726/ENSG00000147854/ENSG00000005483/ENSG00000170836/ENSG00000173809/ENSG00000187605/ENSG00000276043/ENSG00000188486/ENSG00000185219/ENSG00000184260/ENSG00000171681/ENSG00000130816/ENSG00000049618/ENSG00000153147/ENSG00000068024/ENSG00000120738/ENSG00000174842/ENSG00000198945/ENSG00000111732/ENSG00000127616/ENSG00000141858/ENSG00000167244/ENSG00000288859/ENSG00000288825/ENSG00000074266/ENSG00000114026/ENSG00000066336/ENSG00000239605/ENSG00000136504/ENSG00000259956/ENSG00000181218/ENSG00000113916/ENSG00000198730/ENSG00000134323/ENSG00000153187/ENSG00000065526/ENSG00000143258/ENSG00000160789",106
"GO:0045787","positive regulation of cell cycle","116/4660","381/21338",0.304461942257218,1.3941220866705,4.10314020209304,4.90003423265267e-05,0.00320413238473158,0.00271049262027261,"ENSG00000154839/ENSG00000165480/ENSG00000124205/ENSG00000198176/ENSG00000130037/ENSG00000070950/ENSG00000119541/ENSG00000101213/ENSG00000198171/ENSG00000139842/ENSG00000094804/ENSG00000171132/ENSG00000164109/ENSG00000179051/ENSG00000025770/ENSG00000139687/ENSG00000137090/ENSG00000138594/ENSG00000172534/ENSG00000087586/ENSG00000154229/ENSG00000156831/ENSG00000112029/ENSG00000101224/ENSG00000091436/ENSG00000185122/ENSG00000107338/ENSG00000119401/ENSG00000237452/ENSG00000165891/ENSG00000079335/ENSG00000139352/ENSG00000082014/ENSG00000204569/ENSG00000143476/ENSG00000185324/ENSG00000135111/ENSG00000197102/ENSG00000257365/ENSG00000175305/ENSG00000101350/ENSG00000197321/ENSG00000097046/ENSG00000138795/ENSG00000182473/ENSG00000164754/ENSG00000188313/ENSG00000002822/ENSG00000164087/ENSG00000141867/ENSG00000112576/ENSG00000141552/ENSG00000170312/ENSG00000187840/ENSG00000137812/ENSG00000112562/ENSG00000165527/ENSG00000121957/ENSG00000067560/ENSG00000171848/ENSG00000129514/ENSG00000097007/ENSG00000215301/ENSG00000081377/ENSG00000142731/ENSG00000007047/ENSG00000146834/ENSG00000289690/ENSG00000131242/ENSG00000146648/ENSG00000182185/ENSG00000137497/ENSG00000142208/ENSG00000005483/ENSG00000168944/ENSG00000171566/ENSG00000176155/ENSG00000196510/ENSG00000135250/ENSG00000151503/ENSG00000182631/ENSG00000181163/ENSG00000036672/ENSG00000179295/ENSG00000213024/ENSG00000173757/ENSG00000141564/ENSG00000158402/ENSG00000071564/ENSG00000162009/ENSG00000162552/ENSG00000111247/ENSG00000162337/ENSG00000036257/ENSG00000149548/ENSG00000108861/ENSG00000134057/ENSG00000167244/ENSG00000013573/ENSG00000145700/ENSG00000181965/ENSG00000182247/ENSG00000121068/ENSG00000113810/ENSG00000115561/ENSG00000119203/ENSG00000116560/ENSG00000164256/ENSG00000185630/ENSG00000179002/ENSG00000121152/ENSG00000153187/ENSG00000070831/ENSG00000021574/ENSG00000117707/ENSG00000134371",116
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","75/4660","226/21338",0.331858407079646,1.51956967602264,4.15069650467074,5.10228636803217e-05,0.00330335154064974,0.00279442572840115,"ENSG00000102554/ENSG00000095777/ENSG00000142185/ENSG00000187535/ENSG00000131725/ENSG00000151491/ENSG00000142627/ENSG00000164066/ENSG00000138639/ENSG00000179051/ENSG00000119328/ENSG00000166454/ENSG00000169762/ENSG00000119401/ENSG00000213123/ENSG00000170037/ENSG00000254999/ENSG00000010361/ENSG00000102081/ENSG00000185324/ENSG00000166579/ENSG00000119729/ENSG00000107954/ENSG00000107104/ENSG00000163171/ENSG00000197386/ENSG00000172757/ENSG00000247596/ENSG00000177105/ENSG00000157404/ENSG00000158856/ENSG00000145555/ENSG00000127328/ENSG00000184640/ENSG00000165527/ENSG00000273749/ENSG00000128881/ENSG00000080824/ENSG00000136811/ENSG00000007047/ENSG00000109756/ENSG00000196405/ENSG00000159753/ENSG00000158321/ENSG00000133216/ENSG00000142208/ENSG00000051825/ENSG00000177106/ENSG00000188157/ENSG00000111490/ENSG00000179604/ENSG00000168944/ENSG00000158987/ENSG00000160007/ENSG00000011426/ENSG00000050405/ENSG00000058453/ENSG00000163466/ENSG00000145934/ENSG00000119812/ENSG00000047849/ENSG00000186635/ENSG00000174775/ENSG00000172020/ENSG00000076864/ENSG00000004838/ENSG00000061676/ENSG00000134982/ENSG00000116213/ENSG00000035115/ENSG00000184292/ENSG00000138443/ENSG00000070831/ENSG00000137942/ENSG00000169641",75
"GO:0001654","eye development","139/4660","472/21338",0.294491525423729,1.34846784753037,4.04670701969956,5.62489744551724e-05,0.00359435846174625,0.00304059911244702,"ENSG00000136158/ENSG00000160199/ENSG00000125864/ENSG00000205581/ENSG00000101384/ENSG00000146950/ENSG00000184302/ENSG00000101144/ENSG00000168267/ENSG00000187535/ENSG00000128918/ENSG00000173482/ENSG00000154764/ENSG00000122691/ENSG00000054598/ENSG00000133424/ENSG00000100987/ENSG00000136826/ENSG00000179431/ENSG00000140386/ENSG00000081148/ENSG00000142627/ENSG00000171307/ENSG00000284194/ENSG00000187498/ENSG00000184254/ENSG00000125875/ENSG00000172819/ENSG00000166575/ENSG00000148704/ENSG00000105738/ENSG00000198719/ENSG00000105771/ENSG00000069188/ENSG00000218336/ENSG00000137936/ENSG00000101938/ENSG00000119685/ENSG00000148400/ENSG00000099246/ENSG00000148516/ENSG00000151090/ENSG00000082014/ENSG00000188158/ENSG00000179774/ENSG00000137203/ENSG00000151615/ENSG00000135541/ENSG00000114739/ENSG00000134245/ENSG00000122641/ENSG00000166402/ENSG00000204104/ENSG00000123552/ENSG00000148053/ENSG00000106689/ENSG00000106571/ENSG00000186790/ENSG00000183770/ENSG00000134640/ENSG00000106144/ENSG00000138002/ENSG00000172270/ENSG00000273706/ENSG00000156313/ENSG00000164690/ENSG00000164093/ENSG00000107485/ENSG00000139445/ENSG00000105325/ENSG00000141337/ENSG00000196116/ENSG00000083857/ENSG00000123349/ENSG00000164588/ENSG00000171316/ENSG00000146555/ENSG00000176842/ENSG00000075891/ENSG00000163832/ENSG00000164073/ENSG00000177045/ENSG00000106688/ENSG00000147862/ENSG00000146576/ENSG00000100811/ENSG00000156171/ENSG00000064309/ENSG00000197406/ENSG00000133026/ENSG00000131242/ENSG00000133216/ENSG00000146648/ENSG00000107859/ENSG00000183638/ENSG00000104327/ENSG00000108641/ENSG00000137474/ENSG00000160439/ENSG00000166949/ENSG00000111276/ENSG00000187634/ENSG00000112715/ENSG00000160007/ENSG00000077092/ENSG00000089094/ENSG00000007372/ENSG00000162992/ENSG00000172845/ENSG00000110400/ENSG00000163913/ENSG00000162337/ENSG00000181027/ENSG00000115904/ENSG00000078246/ENSG00000127616/ENSG00000158055/ENSG00000111554/ENSG00000105717/ENSG00000135517/ENSG00000151067/ENSG00000153395/ENSG00000196712/ENSG00000121068/ENSG00000163513/ENSG00000142319/ENSG00000138443/ENSG00000176887/ENSG00000143816/ENSG00000185630/ENSG00000138083/ENSG00000122085/ENSG00000162599/ENSG00000078369/ENSG00000198369/ENSG00000157933/ENSG00000138061/ENSG00000169504/ENSG00000117707",139
