"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051480","regulation of cytosolic calcium ion concentration","25/4660","60/21338",0.416666666666667,1.90790414878398,3.72252716585973,0.000435111168087866,0.012424418900116,0.0105102697692564,"ENSG00000175868/ENSG00000176273/ENSG00000107736/ENSG00000176720/ENSG00000078814/ENSG00000118432/ENSG00000188763/ENSG00000067842/ENSG00000108953/ENSG00000215045/ENSG00000100678/ENSG00000168959/ENSG00000150995/ENSG00000118160/ENSG00000104327/ENSG00000069018/ENSG00000172137/ENSG00000005379/ENSG00000144935/ENSG00000196218/ENSG00000187672/ENSG00000182389/ENSG00000152154/ENSG00000163485/ENSG00000198626",25
"GO:0048617","embryonic foregut morphogenesis","8/4660","11/21338",0.727272727272727,3.33015996878658,4.08606101361369,0.00044613501929076,0.0126289042906592,0.0106832514302709,"ENSG00000175387/ENSG00000103241/ENSG00000114739/ENSG00000136574/ENSG00000164690/ENSG00000164736/ENSG00000166949/ENSG00000061676",8
"GO:2000104","negative regulation of DNA-templated DNA replication","8/4660","11/21338",0.727272727272727,3.33015996878658,4.08606101361369,0.00044613501929076,0.0126289042906592,0.0106832514302709,"ENSG00000005156/ENSG00000112029/ENSG00000112312/ENSG00000076826/ENSG00000088986/ENSG00000167513/ENSG00000111602/ENSG00000113916",8
"GO:0061640","cytoskeleton-dependent cytokinesis","45/4660","129/21338",0.348837209302326,1.59731510130752,3.59687964377737,0.00045175227205951,0.0127327935646428,0.0107711351618545,"ENSG00000133104/ENSG00000100330/ENSG00000166140/ENSG00000136108/ENSG00000184702/ENSG00000119541/ENSG00000170248/ENSG00000164961/ENSG00000096093/ENSG00000138180/ENSG00000125354/ENSG00000170037/ENSG00000067900/ENSG00000131165/ENSG00000160993/ENSG00000168385/ENSG00000116903/ENSG00000204991/ENSG00000182473/ENSG00000147457/ENSG00000178209/ENSG00000172757/ENSG00000083937/ENSG00000158411/ENSG00000184640/ENSG00000176108/ENSG00000165527/ENSG00000067560/ENSG00000086065/ENSG00000145715/ENSG00000164402/ENSG00000130724/ENSG00000133026/ENSG00000213024/ENSG00000011426/ENSG00000111737/ENSG00000145703/ENSG00000114993/ENSG00000115561/ENSG00000134982/ENSG00000143761/ENSG00000115163/ENSG00000115306/ENSG00000021574/ENSG00000169641",45
"GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","12/4660","21/21338",0.571428571428571,2.61655426118945,3.91764016591241,0.000459626413139493,0.0127984439445254,0.0108266712161816,"ENSG00000171873/ENSG00000120907/ENSG00000162104/ENSG00000165370/ENSG00000150594/ENSG00000043591/ENSG00000087460/ENSG00000113369/ENSG00000109756/ENSG00000170214/ENSG00000169252/ENSG00000184588",12
"GO:0007034","vacuolar transport","64/4660","199/21338",0.321608040201005,1.47263355403628,3.54076025469399,0.000459825555121024,0.0127984439445254,0.0108266712161816,"ENSG00000104660/ENSG00000142188/ENSG00000119541/ENSG00000048707/ENSG00000009844/ENSG00000153485/ENSG00000006715/ENSG00000165556/ENSG00000206418/ENSG00000103174/ENSG00000111670/ENSG00000104154/ENSG00000160948/ENSG00000167705/ENSG00000100568/ENSG00000198932/ENSG00000266412/ENSG00000123384/ENSG00000160446/ENSG00000105339/ENSG00000131165/ENSG00000197746/ENSG00000162341/ENSG00000167671/ENSG00000069869/ENSG00000158828/ENSG00000147457/ENSG00000095066/ENSG00000185359/ENSG00000198742/ENSG00000118804/ENSG00000172803/ENSG00000083937/ENSG00000090581/ENSG00000167987/ENSG00000159363/ENSG00000139722/ENSG00000166289/ENSG00000178950/ENSG00000176108/ENSG00000151532/ENSG00000159720/ENSG00000168172/ENSG00000076201/ENSG00000086065/ENSG00000129003/ENSG00000039319/ENSG00000130724/ENSG00000120992/ENSG00000118855/ENSG00000106460/ENSG00000185345/ENSG00000169252/ENSG00000069329/ENSG00000164077/ENSG00000254245/ENSG00000131381/ENSG00000132842/ENSG00000134709/ENSG00000115561/ENSG00000161011/ENSG00000143669/ENSG00000135966/ENSG00000169174",64
"GO:0001890","placenta development","57/4660","173/21338",0.329479768786127,1.50867796273785,3.55094945600842,0.000467693889325342,0.0127984439445254,0.0108266712161816,"ENSG00000128342/ENSG00000100220/ENSG00000101144/ENSG00000182195/ENSG00000131149/ENSG00000165556/ENSG00000104375/ENSG00000185551/ENSG00000146374/ENSG00000173320/ENSG00000185122/ENSG00000172216/ENSG00000165891/ENSG00000163904/ENSG00000071626/ENSG00000129484/ENSG00000181649/ENSG00000148926/ENSG00000162063/ENSG00000112561/ENSG00000170965/ENSG00000085563/ENSG00000138795/ENSG00000171223/ENSG00000071246/ENSG00000118762/ENSG00000161714/ENSG00000177885/ENSG00000172270/ENSG00000169398/ENSG00000167642/ENSG00000125931/ENSG00000142871/ENSG00000112559/ENSG00000196549/ENSG00000107187/ENSG00000116539/ENSG00000142731/ENSG00000132170/ENSG00000185650/ENSG00000143799/ENSG00000130726/ENSG00000146648/ENSG00000165672/ENSG00000142208/ENSG00000135074/ENSG00000250120/ENSG00000008710/ENSG00000111276/ENSG00000184557/ENSG00000172845/ENSG00000105993/ENSG00000135547/ENSG00000183734/ENSG00000245848/ENSG00000167244/ENSG00000179348",57
"GO:0016311","dephosphorylation","57/4660","173/21338",0.329479768786127,1.50867796273785,3.55094945600842,0.000467693889325342,0.0127984439445254,0.0108266712161816,"ENSG00000292327/ENSG00000125845/ENSG00000274391/ENSG00000175354/ENSG00000167393/ENSG00000100330/ENSG00000141934/ENSG00000148123/ENSG00000166167/ENSG00000058272/ENSG00000060656/ENSG00000130829/ENSG00000162407/ENSG00000105176/ENSG00000060069/ENSG00000100241/ENSG00000138166/ENSG00000148384/ENSG00000149599/ENSG00000142949/ENSG00000112293/ENSG00000088179/ENSG00000072135/ENSG00000132376/ENSG00000184984/ENSG00000120910/ENSG00000119414/ENSG00000241360/ENSG00000084112/ENSG00000168918/ENSG00000070366/ENSG00000184545/ENSG00000164086/ENSG00000127947/ENSG00000120915/ENSG00000092020/ENSG00000198825/ENSG00000175826/ENSG00000003987/ENSG00000081377/ENSG00000120875/ENSG00000132334/ENSG00000170836/ENSG00000011485/ENSG00000179295/ENSG00000155093/ENSG00000105426/ENSG00000108861/ENSG00000118046/ENSG00000129951/ENSG00000113575/ENSG00000116698/ENSG00000141298/ENSG00000213639/ENSG00000081237/ENSG00000158050/ENSG00000163485",57
"GO:0043086","negative regulation of catalytic activity","57/4660","173/21338",0.329479768786127,1.50867796273785,3.55094945600842,0.000467693889325342,0.0127984439445254,0.0108266712161816,"ENSG00000160208/ENSG00000129515/ENSG00000180008/ENSG00000086061/ENSG00000101213/ENSG00000197381/ENSG00000155463/ENSG00000155792/ENSG00000058272/ENSG00000164109/ENSG00000179051/ENSG00000139687/ENSG00000105176/ENSG00000103490/ENSG00000112029/ENSG00000244274/ENSG00000126432/ENSG00000087250/ENSG00000166401/ENSG00000073050/ENSG00000148400/ENSG00000204673/ENSG00000170027/ENSG00000196262/ENSG00000150593/ENSG00000164086/ENSG00000105538/ENSG00000147889/ENSG00000105808/ENSG00000186063/ENSG00000159733/ENSG00000176108/ENSG00000124762/ENSG00000102393/ENSG00000164163/ENSG00000097007/ENSG00000167470/ENSG00000136928/ENSG00000165672/ENSG00000111276/ENSG00000122406/ENSG00000181163/ENSG00000185345/ENSG00000164082/ENSG00000178913/ENSG00000130695/ENSG00000135926/ENSG00000277363/ENSG00000119185/ENSG00000233718/ENSG00000114388/ENSG00000134982/ENSG00000116670/ENSG00000081237/ENSG00000116717/ENSG00000153187/ENSG00000160710",57
"GO:1903146","regulation of autophagy of mitochondrion","24/4660","57/21338",0.421052631578947,1.92798735035012,3.70826805955933,0.000467758291394118,0.0127984439445254,0.0108266712161816,"ENSG00000105401/ENSG00000048707/ENSG00000162600/ENSG00000151729/ENSG00000100387/ENSG00000100225/ENSG00000198911/ENSG00000176171/ENSG00000090432/ENSG00000158828/ENSG00000070770/ENSG00000197386/ENSG00000078237/ENSG00000159363/ENSG00000223802/ENSG00000196683/ENSG00000129003/ENSG00000103266/ENSG00000181852/ENSG00000055483/ENSG00000185345/ENSG00000103197/ENSG00000086232/ENSG00000072310",24
"GO:0051298","centrosome duplication","33/4660","87/21338",0.379310344827586,1.73685067337576,3.64029917795041,0.000467782245410854,0.0127984439445254,0.0108266712161816,"ENSG00000119541/ENSG00000170248/ENSG00000163611/ENSG00000159069/ENSG00000160469/ENSG00000110172/ENSG00000101639/ENSG00000170037/ENSG00000103274/ENSG00000162063/ENSG00000131165/ENSG00000118762/ENSG00000083937/ENSG00000164087/ENSG00000168014/ENSG00000165325/ENSG00000186166/ENSG00000239306/ENSG00000086065/ENSG00000142731/ENSG00000108395/ENSG00000130724/ENSG00000182923/ENSG00000168944/ENSG00000176155/ENSG00000181163/ENSG00000213024/ENSG00000164118/ENSG00000149548/ENSG00000130695/ENSG00000135372/ENSG00000111554/ENSG00000115561",33
"GO:0060537","muscle tissue development","136/4660","481/21338",0.282744282744283,1.29467757622264,3.45526498294128,0.000470642667462087,0.0128230516772274,0.0108474877961108,"ENSG00000102554/ENSG00000152192/ENSG00000125845/ENSG00000064655/ENSG00000185053/ENSG00000126778/ENSG00000100625/ENSG00000120907/ENSG00000196092/ENSG00000101144/ENSG00000142156/ENSG00000197930/ENSG00000008083/ENSG00000128918/ENSG00000149596/ENSG00000141448/ENSG00000122691/ENSG00000095587/ENSG00000054598/ENSG00000133424/ENSG00000156925/ENSG00000082293/ENSG00000170162/ENSG00000159200/ENSG00000139687/ENSG00000185551/ENSG00000184343/ENSG00000148704/ENSG00000125266/ENSG00000060069/ENSG00000198719/ENSG00000170776/ENSG00000149256/ENSG00000186260/ENSG00000260428/ENSG00000142700/ENSG00000127124/ENSG00000164105/ENSG00000105053/ENSG00000163659/ENSG00000184058/ENSG00000103148/ENSG00000071655/ENSG00000129484/ENSG00000102119/ENSG00000148400/ENSG00000141646/ENSG00000182963/ENSG00000007392/ENSG00000135111/ENSG00000227059/ENSG00000107954/ENSG00000197321/ENSG00000138795/ENSG00000100628/ENSG00000136574/ENSG00000186951/ENSG00000118762/ENSG00000248746/ENSG00000178209/ENSG00000141480/ENSG00000183770/ENSG00000161270/ENSG00000198947/ENSG00000166823/ENSG00000164690/ENSG00000164093/ENSG00000170312/ENSG00000108797/ENSG00000132510/ENSG00000064961/ENSG00000124641/ENSG00000067560/ENSG00000145794/ENSG00000180209/ENSG00000171316/ENSG00000157119/ENSG00000163069/ENSG00000164530/ENSG00000187486/ENSG00000097007/ENSG00000167658/ENSG00000077463/ENSG00000068305/ENSG00000157168/ENSG00000179588/ENSG00000100811/ENSG00000136068/ENSG00000185920/ENSG00000110693/ENSG00000064309/ENSG00000133026/ENSG00000107779/ENSG00000140416/ENSG00000114861/ENSG00000166949/ENSG00000003137/ENSG00000112715/ENSG00000128710/ENSG00000138381/ENSG00000177508/ENSG00000077092/ENSG00000137288/ENSG00000135547/ENSG00000115738/ENSG00000143632/ENSG00000120738/ENSG00000105887/ENSG00000170802/ENSG00000181027/ENSG00000134057/ENSG00000196218/ENSG00000167244/ENSG00000115461/ENSG00000069011/ENSG00000133703/ENSG00000196712/ENSG00000174738/ENSG00000057294/ENSG00000121068/ENSG00000183873/ENSG00000113658/ENSG00000183023/ENSG00000082258/ENSG00000117054/ENSG00000176887/ENSG00000153187/ENSG00000157933/ENSG00000077522/ENSG00000070831/ENSG00000117724/ENSG00000162772/ENSG00000117707/ENSG00000009709/ENSG00000160789/ENSG00000198626",136
"GO:1903312","negative regulation of mRNA metabolic process","41/4660","115/21338",0.356521739130435,1.63250233252472,3.59497038263714,0.000476997107310626,0.0129422576128804,0.0109483284512659,"ENSG00000157540/ENSG00000124193/ENSG00000150459/ENSG00000101412/ENSG00000119705/ENSG00000203867/ENSG00000096968/ENSG00000147274/ENSG00000183508/ENSG00000070756/ENSG00000073792/ENSG00000135829/ENSG00000100813/ENSG00000182872/ENSG00000136450/ENSG00000184708/ENSG00000011304/ENSG00000107929/ENSG00000243449/ENSG00000271793/ENSG00000156735/ENSG00000168621/ENSG00000165119/ENSG00000099622/ENSG00000065978/ENSG00000134815/ENSG00000112941/ENSG00000126254/ENSG00000205937/ENSG00000181163/ENSG00000112531/ENSG00000063244/ENSG00000089280/ENSG00000116350/ENSG00000108561/ENSG00000188529/ENSG00000197451/ENSG00000111786/ENSG00000168646/ENSG00000151779/ENSG00000153187",41
"GO:0061614","miRNA transcription","35/4660","94/21338",0.372340425531915,1.7049356223176,3.62061953098833,0.000480410827426276,0.0129810181840513,0.0109811174342109,"ENSG00000125845/ENSG00000137834/ENSG00000122691/ENSG00000136826/ENSG00000118689/ENSG00000186260/ENSG00000072736/ENSG00000143190/ENSG00000141646/ENSG00000198911/ENSG00000186951/ENSG00000074181/ENSG00000196700/ENSG00000187079/ENSG00000107485/ENSG00000091831/ENSG00000131408/ENSG00000129514/ENSG00000147862/ENSG00000132170/ENSG00000100811/ENSG00000146648/ENSG00000107779/ENSG00000166949/ENSG00000112715/ENSG00000007372/ENSG00000120738/ENSG00000118513/ENSG00000173039/ENSG00000127616/ENSG00000196498/ENSG00000066336/ENSG00000179348/ENSG00000072310/ENSG00000134323",35
"GO:0016358","dendrite development","82/4660","268/21338",0.305970149253731,1.40102812119659,3.49218794661269,0.000489200380917968,0.0131101692246827,0.011090371016928,"ENSG00000152767/ENSG00000132640/ENSG00000128245/ENSG00000165300/ENSG00000101144/ENSG00000160305/ENSG00000154764/ENSG00000167193/ENSG00000107864/ENSG00000132561/ENSG00000099942/ENSG00000153266/ENSG00000046889/ENSG00000176248/ENSG00000157193/ENSG00000119328/ENSG00000171094/ENSG00000149930/ENSG00000146242/ENSG00000138411/ENSG00000058866/ENSG00000124140/ENSG00000169992/ENSG00000286237/ENSG00000198908/ENSG00000182580/ENSG00000187323/ENSG00000162065/ENSG00000102081/ENSG00000158301/ENSG00000137825/ENSG00000183049/ENSG00000251322/ENSG00000137817/ENSG00000107954/ENSG00000137261/ENSG00000004139/ENSG00000069869/ENSG00000197555/ENSG00000257923/ENSG00000141503/ENSG00000172757/ENSG00000132024/ENSG00000165527/ENSG00000112137/ENSG00000146555/ENSG00000097007/ENSG00000169057/ENSG00000136754/ENSG00000068305/ENSG00000175866/ENSG00000116141/ENSG00000161681/ENSG00000109756/ENSG00000066032/ENSG00000130479/ENSG00000173406/ENSG00000133216/ENSG00000198576/ENSG00000105186/ENSG00000107779/ENSG00000106460/ENSG00000170921/ENSG00000058404/ENSG00000167468/ENSG00000105426/ENSG00000084764/ENSG00000277363/ENSG00000118046/ENSG00000176749/ENSG00000073921/ENSG00000144711/ENSG00000111249/ENSG00000204060/ENSG00000053108/ENSG00000118263/ENSG00000132535/ENSG00000107404/ENSG00000138443/ENSG00000142599/ENSG00000130294/ENSG00000070831",82
"GO:1903320","regulation of protein modification by small protein conjugation or removal","82/4660","268/21338",0.305970149253731,1.40102812119659,3.49218794661269,0.000489200380917968,0.0131101692246827,0.011090371016928,"ENSG00000136158/ENSG00000183255/ENSG00000103126/ENSG00000150401/ENSG00000078902/ENSG00000086061/ENSG00000187566/ENSG00000166326/ENSG00000185238/ENSG00000171132/ENSG00000164109/ENSG00000103423/ENSG00000112029/ENSG00000126261/ENSG00000181788/ENSG00000185651/ENSG00000160948/ENSG00000114062/ENSG00000033800/ENSG00000157450/ENSG00000244687/ENSG00000100387/ENSG00000178685/ENSG00000108106/ENSG00000163904/ENSG00000010072/ENSG00000289720/ENSG00000078747/ENSG00000141002/ENSG00000196262/ENSG00000185115/ENSG00000090432/ENSG00000158828/ENSG00000141480/ENSG00000169139/ENSG00000187531/ENSG00000114316/ENSG00000147889/ENSG00000101255/ENSG00000104312/ENSG00000126583/ENSG00000111961/ENSG00000105325/ENSG00000064961/ENSG00000113369/ENSG00000157119/ENSG00000080824/ENSG00000097007/ENSG00000105229/ENSG00000215301/ENSG00000001084/ENSG00000040633/ENSG00000170296/ENSG00000081377/ENSG00000068028/ENSG00000106305/ENSG00000103266/ENSG00000170315/ENSG00000142208/ENSG00000181790/ENSG00000134259/ENSG00000182923/ENSG00000122406/ENSG00000181163/ENSG00000185345/ENSG00000142230/ENSG00000063244/ENSG00000068024/ENSG00000120738/ENSG00000072609/ENSG00000266094/ENSG00000173039/ENSG00000036257/ENSG00000177868/ENSG00000175093/ENSG00000293247/ENSG00000023445/ENSG00000008405/ENSG00000161011/ENSG00000163362/ENSG00000145901/ENSG00000116670",82
"GO:0007368","determination of left/right symmetry","49/4660","144/21338",0.340277777777778,1.55812172150691,3.55215050317293,0.000499455379363378,0.013311774493225,0.0112609162775408,"ENSG00000175387/ENSG00000169126/ENSG00000187535/ENSG00000120697/ENSG00000156925/ENSG00000103241/ENSG00000198719/ENSG00000107882/ENSG00000101752/ENSG00000184058/ENSG00000122735/ENSG00000154099/ENSG00000166596/ENSG00000148400/ENSG00000178234/ENSG00000140479/ENSG00000138136/ENSG00000135111/ENSG00000152093/ENSG00000135541/ENSG00000101350/ENSG00000114739/ENSG00000100628/ENSG00000136574/ENSG00000160602/ENSG00000118762/ENSG00000136698/ENSG00000123977/ENSG00000138002/ENSG00000121989/ENSG00000168014/ENSG00000166823/ENSG00000164690/ENSG00000164093/ENSG00000139445/ENSG00000203877/ENSG00000004975/ENSG00000165506/ENSG00000164736/ENSG00000204815/ENSG00000154485/ENSG00000166949/ENSG00000141519/ENSG00000039139/ENSG00000167646/ENSG00000121068/ENSG00000163513/ENSG00000107404/ENSG00000158286",49
"GO:0009799","specification of symmetry","52/4660","155/21338",0.335483870967742,1.53617056624671,3.54130014612082,0.000502830448054223,0.013311774493225,0.0112609162775408,"ENSG00000175387/ENSG00000169126/ENSG00000187535/ENSG00000120697/ENSG00000128918/ENSG00000156925/ENSG00000103241/ENSG00000198719/ENSG00000107882/ENSG00000101752/ENSG00000184058/ENSG00000122735/ENSG00000154099/ENSG00000166596/ENSG00000148400/ENSG00000178234/ENSG00000140479/ENSG00000138136/ENSG00000135111/ENSG00000152093/ENSG00000135541/ENSG00000101350/ENSG00000114739/ENSG00000100628/ENSG00000136574/ENSG00000160602/ENSG00000118762/ENSG00000136698/ENSG00000123977/ENSG00000138002/ENSG00000121989/ENSG00000168014/ENSG00000166823/ENSG00000164690/ENSG00000164093/ENSG00000139445/ENSG00000186063/ENSG00000203877/ENSG00000004975/ENSG00000165506/ENSG00000164736/ENSG00000204815/ENSG00000154485/ENSG00000166949/ENSG00000175197/ENSG00000141519/ENSG00000039139/ENSG00000167646/ENSG00000121068/ENSG00000163513/ENSG00000107404/ENSG00000158286",52
"GO:0009855","determination of bilateral symmetry","52/4660","155/21338",0.335483870967742,1.53617056624671,3.54130014612082,0.000502830448054223,0.013311774493225,0.0112609162775408,"ENSG00000175387/ENSG00000169126/ENSG00000187535/ENSG00000120697/ENSG00000128918/ENSG00000156925/ENSG00000103241/ENSG00000198719/ENSG00000107882/ENSG00000101752/ENSG00000184058/ENSG00000122735/ENSG00000154099/ENSG00000166596/ENSG00000148400/ENSG00000178234/ENSG00000140479/ENSG00000138136/ENSG00000135111/ENSG00000152093/ENSG00000135541/ENSG00000101350/ENSG00000114739/ENSG00000100628/ENSG00000136574/ENSG00000160602/ENSG00000118762/ENSG00000136698/ENSG00000123977/ENSG00000138002/ENSG00000121989/ENSG00000168014/ENSG00000166823/ENSG00000164690/ENSG00000164093/ENSG00000139445/ENSG00000186063/ENSG00000203877/ENSG00000004975/ENSG00000165506/ENSG00000164736/ENSG00000204815/ENSG00000154485/ENSG00000166949/ENSG00000175197/ENSG00000141519/ENSG00000039139/ENSG00000167646/ENSG00000121068/ENSG00000163513/ENSG00000107404/ENSG00000158286",52
"GO:0042752","regulation of circadian rhythm","42/4660","119/21338",0.352941176470588,1.61610704367584,3.56249981458452,0.000521698195251327,0.0137555826562436,0.0116363498134368,"ENSG00000156052/ENSG00000140464/ENSG00000198894/ENSG00000134852/ENSG00000121390/ENSG00000164742/ENSG00000166049/ENSG00000166167/ENSG00000179222/ENSG00000105662/ENSG00000140836/ENSG00000126368/ENSG00000173120/ENSG00000181788/ENSG00000147140/ENSG00000114062/ENSG00000179094/ENSG00000121671/ENSG00000179774/ENSG00000186951/ENSG00000043591/ENSG00000134640/ENSG00000170312/ENSG00000126583/ENSG00000077463/ENSG00000132170/ENSG00000143799/ENSG00000036672/ENSG00000197548/ENSG00000115738/ENSG00000054277/ENSG00000203668/ENSG00000111602/ENSG00000029153/ENSG00000175093/ENSG00000174738/ENSG00000008405/ENSG00000116560/ENSG00000213639/ENSG00000143365/ENSG00000163485/ENSG00000117707",42
"GO:0140013","meiotic nuclear division","73/4660","234/21338",0.311965811965812,1.428482080628,3.48374096984803,0.000524973440022045,0.0137863507000167,0.0116623776255162,"ENSG00000154839/ENSG00000128342/ENSG00000160207/ENSG00000179008/ENSG00000164828/ENSG00000196074/ENSG00000165480/ENSG00000122952/ENSG00000167077/ENSG00000154611/ENSG00000165496/ENSG00000197275/ENSG00000119684/ENSG00000164961/ENSG00000025770/ENSG00000137090/ENSG00000087586/ENSG00000176160/ENSG00000112029/ENSG00000101224/ENSG00000261456/ENSG00000185122/ENSG00000219435/ENSG00000168070/ENSG00000237452/ENSG00000178460/ENSG00000133863/ENSG00000171772/ENSG00000161609/ENSG00000162669/ENSG00000175305/ENSG00000204991/ENSG00000054796/ENSG00000143194/ENSG00000164754/ENSG00000178966/ENSG00000172732/ENSG00000187531/ENSG00000123975/ENSG00000175595/ENSG00000078487/ENSG00000161860/ENSG00000105325/ENSG00000137812/ENSG00000204463/ENSG00000141255/ENSG00000143452/ENSG00000154438/ENSG00000151475/ENSG00000204371/ENSG00000132016/ENSG00000187741/ENSG00000182185/ENSG00000170315/ENSG00000118156/ENSG00000173809/ENSG00000057468/ENSG00000003137/ENSG00000178222/ENSG00000066923/ENSG00000132436/ENSG00000072609/ENSG00000162552/ENSG00000111247/ENSG00000169228/ENSG00000058804/ENSG00000145700/ENSG00000159374/ENSG00000149311/ENSG00000113810/ENSG00000076242/ENSG00000164256/ENSG00000121152",73
"GO:0071763","nuclear membrane organization","22/4660","51/21338",0.431372549019608,1.97524194227047,3.68576703037116,0.000532923995537632,0.0138181591482268,0.0116892855537112,"ENSG00000165476/ENSG00000119541/ENSG00000154229/ENSG00000102119/ENSG00000131165/ENSG00000147457/ENSG00000083937/ENSG00000134324/ENSG00000011243/ENSG00000170312/ENSG00000166501/ENSG00000162819/ENSG00000176108/ENSG00000175826/ENSG00000086065/ENSG00000130724/ENSG00000204843/ENSG00000103275/ENSG00000180198/ENSG00000115561/ENSG00000170876/ENSG00000021574",22
"GO:0060997","dendritic spine morphogenesis","26/4660","64/21338",0.40625,1.86020654506438,3.64297175791762,0.000539375725449895,0.0138181591482268,0.0116892855537112,"ENSG00000160305/ENSG00000154764/ENSG00000157193/ENSG00000286237/ENSG00000198908/ENSG00000182580/ENSG00000158301/ENSG00000137825/ENSG00000251322/ENSG00000197555/ENSG00000172757/ENSG00000175866/ENSG00000161681/ENSG00000133216/ENSG00000198576/ENSG00000170921/ENSG00000058404/ENSG00000084764/ENSG00000277363/ENSG00000176749/ENSG00000111249/ENSG00000132535/ENSG00000107404/ENSG00000138443/ENSG00000130294/ENSG00000070831",26
"GO:0060993","kidney morphogenesis","38/4660","105/21338",0.361904761904762,1.65715103208665,3.56813942572491,0.000540318252242389,0.0138181591482268,0.0116892855537112,"ENSG00000128342/ENSG00000125845/ENSG00000183943/ENSG00000126778/ENSG00000100625/ENSG00000101144/ENSG00000179222/ENSG00000125812/ENSG00000141646/ENSG00000162849/ENSG00000168743/ENSG00000135541/ENSG00000134245/ENSG00000106571/ENSG00000118762/ENSG00000273706/ENSG00000166341/ENSG00000164690/ENSG00000107485/ENSG00000125931/ENSG00000168621/ENSG00000170549/ENSG00000176788/ENSG00000103449/ENSG00000075891/ENSG00000185920/ENSG00000104327/ENSG00000008710/ENSG00000112715/ENSG00000251493/ENSG00000170561/ENSG00000177508/ENSG00000162552/ENSG00000260027/ENSG00000176928/ENSG00000115415/ENSG00000184292/ENSG00000185630",38
"GO:0072163","mesonephric epithelium development","38/4660","105/21338",0.361904761904762,1.65715103208665,3.56813942572491,0.000540318252242389,0.0138181591482268,0.0116892855537112,"ENSG00000175387/ENSG00000125845/ENSG00000126778/ENSG00000100625/ENSG00000101144/ENSG00000137834/ENSG00000054598/ENSG00000179222/ENSG00000125812/ENSG00000141646/ENSG00000162849/ENSG00000168743/ENSG00000134245/ENSG00000106571/ENSG00000118762/ENSG00000273706/ENSG00000166341/ENSG00000164690/ENSG00000107485/ENSG00000125931/ENSG00000168621/ENSG00000006016/ENSG00000176788/ENSG00000103449/ENSG00000075891/ENSG00000185920/ENSG00000104327/ENSG00000166949/ENSG00000008710/ENSG00000112715/ENSG00000251493/ENSG00000077092/ENSG00000162552/ENSG00000260027/ENSG00000119888/ENSG00000113658/ENSG00000184292/ENSG00000185630",38
"GO:0072164","mesonephric tubule development","38/4660","105/21338",0.361904761904762,1.65715103208665,3.56813942572491,0.000540318252242389,0.0138181591482268,0.0116892855537112,"ENSG00000175387/ENSG00000125845/ENSG00000126778/ENSG00000100625/ENSG00000101144/ENSG00000137834/ENSG00000054598/ENSG00000179222/ENSG00000125812/ENSG00000141646/ENSG00000162849/ENSG00000168743/ENSG00000134245/ENSG00000106571/ENSG00000118762/ENSG00000273706/ENSG00000166341/ENSG00000164690/ENSG00000107485/ENSG00000125931/ENSG00000168621/ENSG00000006016/ENSG00000176788/ENSG00000103449/ENSG00000075891/ENSG00000185920/ENSG00000104327/ENSG00000166949/ENSG00000008710/ENSG00000112715/ENSG00000251493/ENSG00000077092/ENSG00000162552/ENSG00000260027/ENSG00000119888/ENSG00000113658/ENSG00000184292/ENSG00000185630",38
"GO:0009953","dorsal/ventral pattern formation","36/4660","98/21338",0.36734693877551,1.68207059647894,3.57727857677661,0.000540977021248824,0.0138181591482268,0.0116892855537112,"ENSG00000175387/ENSG00000137834/ENSG00000103126/ENSG00000136944/ENSG00000154764/ENSG00000095587/ENSG00000164066/ENSG00000107882/ENSG00000038295/ENSG00000163064/ENSG00000139352/ENSG00000107872/ENSG00000106689/ENSG00000106571/ENSG00000074047/ENSG00000138002/ENSG00000273706/ENSG00000164690/ENSG00000139445/ENSG00000186063/ENSG00000112559/ENSG00000129514/ENSG00000164161/ENSG00000107187/ENSG00000185920/ENSG00000107779/ENSG00000175197/ENSG00000007372/ENSG00000163913/ENSG00000078246/ENSG00000173917/ENSG00000108379/ENSG00000168646/ENSG00000138083/ENSG00000143147/ENSG00000009709",36
"GO:0048704","embryonic skeletal system morphogenesis","36/4660","98/21338",0.36734693877551,1.68207059647894,3.57727857677661,0.000540977021248824,0.0138181591482268,0.0116892855537112,"ENSG00000175387/ENSG00000126778/ENSG00000100625/ENSG00000196092/ENSG00000101144/ENSG00000187535/ENSG00000122691/ENSG00000124813/ENSG00000126870/ENSG00000184058/ENSG00000092607/ENSG00000157227/ENSG00000148516/ENSG00000010361/ENSG00000116132/ENSG00000137203/ENSG00000106571/ENSG00000139219/ENSG00000273706/ENSG00000106004/ENSG00000122592/ENSG00000078399/ENSG00000105997/ENSG00000112559/ENSG00000176842/ENSG00000100714/ENSG00000166949/ENSG00000128710/ENSG00000078246/ENSG00000198353/ENSG00000173917/ENSG00000260027/ENSG00000170689/ENSG00000163513/ENSG00000134323/ENSG00000176887",36
